Category,Language,Aspects,Count
Professor,German,geld___thread,2
Professor,German,geld___un,2
Professor,German,generation___leute,2
Professor,German,generation___perspektive,2
Professor,German,generation___prof,2
Professor,German,generation___thread,2
Professor,German,generation___track,2
Professor,German,generation___unsicherheit,2
Professor,German,gesellschaft___hanna,2
Professor,German,gesellschaft___jahr,2
Professor,German,gesellschaft___projekt,2
Professor,German,gesellschaft___reform,2
Professor,German,gesellschaft___system,2
Professor,German,gesellschaft___uni,2
Professor,German,gesetz___gespräch,2
Professor,German,forderung___zeit,2
Professor,German,gesetz___grund,2
Professor,German,gesetz___kollege,2
Professor,German,gesetz___liebe,2
Professor,German,gesetz___mitarbeiter,2
Professor,German,gesetz___post,2
Professor,German,gesetz___situation,2
Professor,German,gesetz___un,2
Professor,German,gesetz___vertrag,2
Professor,German,gespräch___kollege,2
Professor,German,gespräch___lehre,2
Professor,German,gespräch___leute,2
Professor,German,gespräch___perspektive,2
Professor,German,gespräch___punkt,2
Professor,German,gespräch___uni,2
Professor,German,geld___sicherheit,2
Professor,German,geld___professur,2
Professor,German,geld___prof,2
Professor,German,geld___lösung,2
Professor,German,forschung___glück,2
Professor,German,forschung___habil,2
Professor,German,forschung___lösung,2
Professor,German,forschung___möglichkeit,2
Professor,German,forschung___prof,2
Professor,German,forschung___thread,2
Professor,German,forschung___unsicherheit,2
Professor,German,frage___gesellschaft,2
Professor,German,frage___hochschule,2
Professor,German,frage___karriere,2
Professor,German,frage___lehre,2
Professor,German,frage___person,2
Professor,German,frage___projekt,2
Professor,German,frage___qualifikation,2
Professor,German,frage___situation,2
Professor,German,frage___track,2
Professor,German,frage___vorschlag,2
Professor,German,frau___gespräch,2
Professor,German,frau___hanna,2
Professor,German,frau___kollege,2
Professor,German,frau___kommentar,2
Professor,German,frau___land,2
Professor,German,frau___liebe,2
Professor,German,frau___lösung,2
Professor,German,frau___perspektive,2
Professor,German,frau___uni,2
Professor,German,frau___wissenschaftler,2
Professor,German,geld___habil,2
Professor,German,geld___idee,2
Professor,German,druck___sicherheit,2
Professor,German,druck___mensch,2
Professor,German,beruf___bewerbung,2
Professor,German,chance___postdoc,2
Professor,German,buch___jahr,2
Professor,German,buch___kind,2
Professor,German,buch___monat,2
Professor,German,buch___prof,2
Professor,German,chance___deutschland,2
Professor,German,chance___diskussion,2
Professor,German,chance___familie,2
Professor,German,chance___gespräch,2
Professor,German,chance___habil,2
Professor,German,chance___hochschule,2
Professor,German,chance___job,2
Professor,German,chance___land,2
Professor,German,chance___person,2
Professor,German,chance___post,2
Professor,German,chance___problem,2
Professor,German,dauerstelle___punkt,2
Professor,German,chance___prof,2
Professor,German,chance___qualifikation,2
Professor,German,chance___reform,2
Professor,German,chance___uni,2
Professor,German,chance___universität,2
Professor,German,chance___vorschlag,2
Professor,German,chance___zeit,2
Professor,German,dauerstelle___diskussion,2
Professor,German,dauerstelle___entfristung,2
Professor,German,dauerstelle___fach,2
Professor,German,dauerstelle___generation,2
Professor,German,dauerstelle___gesellschaft,2
Professor,German,dauerstelle___mensch,2
Professor,German,dauerstelle___mittelbau,2
Professor,German,buch___forschung,2
Professor,German,bmbf___vertrag,2
Professor,German,bmbf___thema,2
Professor,German,bmbf___tag,2
Professor,German,beruf___deutschland,2
Professor,German,beruf___habil,2
Professor,German,beruf___job,2
Professor,German,beruf___karriere,2
Professor,German,beruf___lösung,2
Professor,German,beruf___person,2
Professor,German,beruf___perspektive,2
Professor,German,beruf___politik,2
Professor,German,beruf___postdoc,2
Professor,German,bewerbung___deutschland,2
Unknown,German,studium___vertrag,2
Professor,German,bewerbung___familie,2
Professor,German,bewerbung___job,2
Professor,German,bewerbung___lehre,2
Professor,German,bewerbung___mensch,2
Professor,German,bewerbung___perspektive,2
Professor,German,bewerbung___postdoc,2
Professor,German,bewerbung___projekt,2
Professor,German,bewerbung___vorschlag,2
Professor,German,bewerbung___wissenschaftler,2
Professor,German,bmbf___drittmittel,2
Professor,German,bmbf___forschung,2
Professor,German,bmbf___generation,2
Professor,German,bmbf___gesetz,2
Professor,German,bmbf___kollege,2
Professor,German,bmbf___liebe,2
Professor,German,bmbf___projekt,2
Professor,German,bmbf___punkt,2
Professor,German,bmbf___system,2
Professor,German,dauerstelle___projekt,2
Professor,German,dauerstelle___reform,2
Professor,German,druck___lösung,2
Professor,German,diskussion___video,2
Professor,German,deutschland___unsicherheit,2
Professor,German,deutschland___vorschlag,2
Professor,German,deutschland___zeit,2
Professor,German,diskussion___erfahrung,2
Professor,German,diskussion___frau,2
Professor,German,diskussion___grund,2
Professor,German,diskussion___idee,2
Professor,German,diskussion___land,2
Professor,German,diskussion___lehre,2
Professor,German,diskussion___mensch,2
Professor,German,diskussion___mittelbau,2
Professor,German,diskussion___möglichkeit,2
Professor,German,diskussion___postdoc,2
Professor,German,diskussion___reform,2
Professor,German,diskussion___vorschlag,2
Professor,German,dauerstelle___sicherheit,2
Professor,German,drittmittel___entfristung,2
Professor,German,drittmittel___forderung,2
Professor,German,drittmittel___innovation,2
Professor,German,drittmittel___kind,2
Professor,German,drittmittel___land,2
Professor,German,drittmittel___monat,2
Professor,German,drittmittel___möglichkeit,2
Professor,German,drittmittel___prof,2
Professor,German,drittmittel___professor,2
Professor,German,drittmittel___promotion,2
Professor,German,drittmittel___situation,2
Professor,German,drittmittel___un,2
Professor,German,drittmittel___universität,2
Professor,German,druck___finanzierung,2
Professor,German,deutschland___universität,2
Professor,German,deutschland___un,2
Professor,German,deutschland___thread,2
Professor,German,deutschland___situation,2
Professor,German,dauerstelle___stelle,2
Professor,German,dauerstelle___thema,2
Professor,German,dauerstelle___universität,2
Professor,German,dauerstelle___vertrag,2
Professor,German,dauerstelle___wissenschaftssystem,2
Professor,German,dauerstelle___wort,2
Professor,German,debatte___deutschland,2
Professor,German,debatte___entfristung,2
Professor,German,debatte___karriere,2
Professor,German,debatte___mittelbau,2
Professor,German,debatte___postdoc,2
Professor,German,debatte___professor,2
Professor,German,debatte___professur,2
Professor,German,debatte___punkt,2
Professor,German,debatte___reform,2
Professor,German,debatte___sinn,2
Professor,German,debatte___situation,2
Professor,German,debatte___system,2
Professor,German,deutschland___entscheidung,2
Professor,German,deutschland___generation,2
Professor,German,deutschland___glück,2
Professor,German,deutschland___grund,2
Professor,German,deutschland___hanna,2
Professor,German,deutschland___kommentar,2
Professor,German,deutschland___mensch,2
Professor,German,deutschland___politik,2
Professor,German,deutschland___post,2
Professor,German,deutschland___qualifikation,2
Professor,German,deutschland___sicherheit,2
PostDoc,German,kollege___tweet,2
Unknown,German,zeit___zukunft,2
Others,German,studium___wissenschaftssystem,2
PostDoc,German,ergebnis___geschichte,2
PostDoc,German,ergebnis___hochschule,2
PostDoc,German,ergebnis___idee,2
PostDoc,German,beitrag___stelle,2
PostDoc,German,ergebnis___karriere,2
Others,German,druck___uhr,2
PostDoc,German,ergebnis___konferenz,2
PostDoc,German,beitrag___reform,2
Others,German,projekt___situation,2
Others,German,projekt___studium,2
PostDoc,German,ergebnis___lösung,2
Others,German,projekt___system,2
PostDoc,German,ergebnis___möglichkeit,2
Others,German,druck___projekt,2
Others,German,projekt___universität,2
Others,German,projekt___unsicherheit,2
Others,German,druck___politik,2
Others,German,druck___perspektive,2
Others,German,druck___mittelbau,2
PostDoc,German,ergebnis___postdoc,2
PostDoc,German,ergebnis___problem,2
PostDoc,German,beitrag___prof,2
PostDoc,German,beitrag___postdoc,2
PostDoc,German,beitrag___position,2
Others,German,professur___wissenschaftssystem,2
Others,German,professur___vorschlag,2
Others,German,druck___land,2
Others,German,professur___vertrag,2
Others,German,entfristung___projekt,2
Others,German,entfristung___professur,2
PostDoc,German,erfolg___karriere,2
Others,German,entfristung___mitarbeiter,2
Others,German,professor___system,2
Others,German,professor___tag,2
PostDoc,German,erfolg___mensch,2
PostDoc,German,beitrag___verantwortung,2
Others,German,professor___thread,2
PostDoc,German,erfolg___möglichkeit,2
Others,German,entfristung___idee,2
PostDoc,German,erfolg___personal,2
Others,German,entfristung___hanna,2
PostDoc,German,erfolg___professor,2
Others,German,entfristung___frau,2
Others,German,professor___zeit,2
Others,German,professur___reform,2
PostDoc,German,erfolg___thread,2
Others,German,professur___semester,2
PostDoc,German,erfolg___vertrag,2
Others,German,professur___uhr,2
PostDoc,German,beitrag___system,2
PostDoc,German,beitrag___stunde,2
Others,German,projekt___verwaltung,2
PostDoc,German,ergebnis___situation,2
PostDoc,German,beitrag___vorschlag,2
PostDoc,German,beitrag___innovation,2
PostDoc,German,fach___post,2
PostDoc,German,fach___professor,2
PostDoc,German,fach___professur,2
Others,German,diskussion___postdoc,2
Others,German,diskussion___perspektive,2
PostDoc,German,fach___teil,2
PostDoc,German,fach___uni,2
Others,German,diskussion___mensch,2
PostDoc,German,fach___universität,2
PostDoc,German,fach___zeit,2
PostDoc,German,beitrag___chance,2
PostDoc,German,beitrag___bundestag,2
Others,German,reform___vertrag,2
Others,German,diskussion___kollege,2
Others,German,reform___wissenschaftlerin,2
Others,German,diskussion___job,2
PostDoc,German,familie___glück,2
PostDoc,German,familie___grund,2
PostDoc,German,beitrag___bmbf,2
Others,German,diskussion___info,2
Others,German,diskussion___idee,2
PostDoc,German,familie___leute,2
PostDoc,German,familie___monat,2
PostDoc,German,beitrag___idee,2
Others,German,diskussion___studium,2
PostDoc,German,ergebnis___stelle,2
Others,German,diskussion___system,2
PostDoc,German,ergebnis___system,2
PostDoc,German,beitrag___person,2
PostDoc,German,ergebnis___thema,2
PostDoc,German,beitrag___nachwuchs,2
PostDoc,German,ergebnis___tweet,2
PostDoc,German,ergebnis___uhr,2
PostDoc,German,beitrag___möglichkeit,2
Others,German,projekt___woche,2
PostDoc,German,ergebnis___wirtschaft,2
Others,German,diskussion___zeit,2
PostDoc,German,ergebnis___zukunft,2
PostDoc,German,beitrag___mensch,2
PostDoc,German,fach___gesellschaft,2
PostDoc,German,beitrag___leistung,2
Others,German,diskussion___wissenschaftlerin,2
PostDoc,German,beitrag___land,2
PostDoc,German,beitrag___kritik,2
Others,German,diskussion___video,2
PostDoc,German,beitrag___kind,2
PostDoc,German,beitrag___karriere,2
Others,German,diskussion___vertrag,2
PostDoc,German,fach___mitarbeiter,2
Others,German,diskussion___tag,2
Others,German,entfristung___reform,2
PostDoc,German,erfolg___hanna,2
PostDoc,German,druck___mensch,2
Others,German,perspektive___wissenschaftlerin,2
Others,German,familie___tag,2
PostDoc,German,entfristung___forderung,2
PostDoc,German,entfristung___frage,2
Others,German,perspektive___woche,2
Others,German,perspektive___wort,2
PostDoc,German,entfristung___glück,2
PostDoc,German,entfristung___hanna,2
PostDoc,German,entfristung___interview,2
PostDoc,German,bereich___verwaltung,2
Others,German,familie___prof,2
PostDoc,German,entfristung___kritik,2
PostDoc,German,bereich___universität,2
Others,German,familie___postdoc,2
PostDoc,German,entfristung___leute,2
PostDoc,German,entfristung___personal,2
Others,German,politik___situation,2
Others,German,politik___system,2
Others,German,familie___lehre,2
Others,German,politik___thema,2
Others,German,politik___vertrag,2
Others,German,politik___zeit,2
Others,German,familie___hanna,2
Others,German,postdoc___problem,2
Others,German,familie___thema,2
PostDoc,German,entfristung___erfahrung,2
PostDoc,German,entfristung___tag,2
Others,German,perspektive___vorschlag,2
PostDoc,German,druck___mittelbau,2
Others,German,folge___problem,2
PostDoc,German,beschäftigung___forschung,2
PostDoc,German,druck___problem,2
PostDoc,German,druck___professor,2
Others,German,folge___mensch,2
PostDoc,German,druck___reform,2
Others,German,personal___woche,2
PostDoc,German,druck___sache,2
Others,German,personal___wort,2
Others,German,folge___karriere,2
PostDoc,German,beschäftigung___drittmittel,2
Others,German,perspektive___postdoc,2
PostDoc,German,beschäftigung___diskussion,2
PostDoc,German,druck___thema,2
Others,German,folge___frau,2
PostDoc,German,druck___tweet,2
PostDoc,German,druck___universität,2
PostDoc,German,druck___vertrag,2
PostDoc,German,druck___vorschlag,2
Others,German,familie___wissenschaftler,2
PostDoc,German,bereich___zeit,2
Others,German,perspektive___video,2
PostDoc,German,bereich___person,2
Others,German,postdoc___professor,2
Others,German,professor___reform,2
Others,German,erfahrung___geschichte,2
PostDoc,German,erfahrung___stelle,2
Others,German,erfahrung___geld,2
Others,German,problem___zeit,2
Others,German,erfahrung___frau,2
PostDoc,German,erfahrung___thread,2
Others,German,erfahrung___frage,2
PostDoc,German,bereich___fach,2
Others,German,erfahrung___forschung,2
PostDoc,German,erfahrung___vertrag,2
PostDoc,German,bereich___drittmittel,2
PostDoc,German,erfahrung___wirtschaft,2
PostDoc,German,bereich___deutschland,2
PostDoc,German,erfahrung___wissenschaftlerin,2
Others,German,entfristung___zeit,2
Others,German,prof___system,2
PostDoc,German,bereich___chance,2
PostDoc,German,erfolg___ergebnis,2
PostDoc,German,erfolg___forschung,2
PostDoc,German,erfolg___frage,2
Others,German,prof___woche,2
Others,German,prof___zukunft,2
Others,German,entfristung___tag,2
PostDoc,German,beitrag___wissenschaftssystem,2
PostDoc,German,erfahrung___realität,2
Others,German,problem___vorschlag,2
PostDoc,German,entfristung___thread,2
PostDoc,German,erfahrung___position,2
PostDoc,German,entfristung___wissenschaftler,2
Others,German,erfahrung___zeit,2
PostDoc,German,entfristung___woche,2
Others,German,erfahrung___woche,2
PostDoc,German,bereich___leute,2
